BBLCOUNT        1.0         0
0x7fc1bedf31bc 0 2 12
0x7fc1bedf3428 1 69 208
0x7fc1bedf31bc 1 2 12
0x7fc1bedf31c8 1 17 96
0x7fc1bedefe20 1 35 172
0x7fc1bedefecc 1 3 8
0x7fc1bedefed4 0 3 7
0x7fc1bedefedb 0 3 6
0x7fc1bedeff19 1 3 14
0x7fc1bedeff27 1 3 14
0x7fc1bedf31a7 1 3 21
0x7fc1bedefff6 1 4 23
0x7fc1bedf000d 0 8 41
0x7fc1bedf0036 0 6 22
0x7fc1bedf0263 1 7 28
0x7fc1bedf027f 1 3 12
0x7fc1bedf028b 1 9 49
0x7fc1bedef6b0 9 2 5
0x7fc1bedef6c0 9 2 5
0x7fc1bedf02bc 1 2 13
0x7fc1bedf02c9 1 12 78
0x7fc1bedf33c6 1 6 28
0x7fc1bedf32de 1 11 44
0x7fc1bedf330a 1 15 61
0x7fc1bedf3347 1 5 25
0x7fc1bedf3360 1 6 19
0x7fc1bedf3350 11 4 16
0x7fc1bedf3360 11 6 19
0x7fc1bedf3373 1 2 14
0x7fc1bedf3381 1 3 16
0x7fc1bedf3391 1 11 44
0x7fc1bedf33bd 1 2 9
0x7fc1bedf071e 0 9 36
0x7fc1bedf33e2 1 3 14
0x7fc1bedf33f0 1 3 9
0x7fc1bedf353b 8 5 20
0x7fc1bedf354f 1 1 5
0x7fc1bedf3398 7 10 37
0x7fc1bedf33bd 7 2 9
0x7fc1bedf33c6 7 6 28
0x7fc1bedf33e2 7 3 14
0x7fc1bedf33f0 7 3 9
0x7fc1bedef6a0 18 2 8
0x7fc1bedf15d7 1 4 23
0x7fc1bedf15ee 1 5 23
0x7fc1bedf1610 1 3 19
0x7fc1bedf1623 1 3 14
0x7fc1bedf1631 1 3 17
0x7fc1bedf1642 1 3 16
0x7fc1bedf1652 1 4 19
0x7fc1bedf1665 1 2 8
0x7fc1bedf166d 1 4 19
0x7fc1bedf1680 1 14 43
0x7fc1bedf15c7 1 3 16
0x7fc1bedf67d0 17 12 37
0x7fc1bedf67f5 17 2 13
0x7fc1bedf6802 17 9 33
0x7fc1bedf683f 17 3 12
0x7fc1bedf684b 17 2 4
0x7fc1bedf684f 17 3 11
0x7fc1bedf685a 92 2 4
0x7fc1bedf685e 10 9 21
0x7fc1bedf6828 82 2 14
0x7fc1bedf6836 0 3 9
0x7fc1bedf1456 1 4 24
0x7fc1bedf649d 1 4 18
0x7fc1bedf64af 1 3 16
0x7fc1bedf65fa 1 4 23
0x7fc1bedf6611 0 7 34
0x7fc1bedf6642 1 2 16
0x7fc1bedf64ec 1 2 9
0x7fc1bedf64f5 0 2 11
0x7fc1bedf6500 0 3 13
0x7fc1bedf65e0 1 9 26
0x7fc1bedf1448 1 3 14
0x7fc1bedf683f 0 3 12
0x7fc1bedf146e 1 14 79
0x7fc1bedf14bd 1 15 71
0x7fc1bedf151d 1 2 5
0x7fc1bedf1522 0 1 5
0x7fc1bedf1508 1 6 21
0x7fc1bedf151d 0 2 5
0x7fc1bedf1522 0 1 5
0x7fc1bedf159b 1 6 32
0x7fc1bedf15bb 0 1 5
0x7fc1bedf6a1d 7 2 14
0x7fc1bedf6ec3 3 3 12
0x7fc1bedf6e9a 10 3 16
0x7fc1bedf6eaa 3 4 20
0x7fc1bedf6ebe 0 2 5
0x7fc1bedf6b43 7 4 21
0x7fc1bedf6b58 0 3 17
0x7fc1bedf6b69 0 3 16
0x7fc1bedf6d74 7 2 12
0x7fc1bedf6d80 7 5 23
0x7fc1bedf6d97 7 3 17
0x7fc1bedf6ebe 3 2 5
0x7fc1bedf6a2b 0 15 75
0x7fc1bedf6b69 7 3 16
0x7fc1bedf6a7f 7 5 18
0x7fc1bedf6a91 0 2 10
0x7fc1bedf6a9b 0 2 13
0x7fc1bedf6cf7 7 2 8
0x7fc1bedf6cff 7 4 26
0x7fc1bedf6d19 3 2 9
0x7fc1bedf6bb1 7 5 24
0x7fc1bedf6bc9 7 3 16
0x7fc1bedf6897 7 7 31
0x7fc1bedf6f1f 82 3 16
0x7fc1bedf6f2f 65 5 20
0x7fc1bedf6836 82 3 9
0x7fc1bedf683f 75 3 12
0x7fc1bedf684b 75 2 4
0x7fc1bedf684f 75 3 11
0x7fc1bedf6f43 65 2 8
0x7fc1bedf6f4b 0 3 12
0x7fc1bedf6878 7 3 17
0x7fc1bedf6889 7 3 14
0x7fc1bedf6478 1 6 37
0x7fc1bedf68b6 7 2 9
0x7fc1bedf68bf 0 2 9
0x7fc1bedf68c8 0 4 13
0x7fc1bedf69e3 7 3 15
0x7fc1bedf69f2 7 4 19
0x7fc1bedf6a05 7 2 9
0x7fc1bedf6a0e 7 2 15
0x7fc1bedf6e20 7 11 50
0x7fc1bedf6eaa 7 4 20
0x7fc1bedf0987 0 13 51
0x7fc1bedf0797 3 8 26
0x7fc1bedf07b1 2 2 6
0x7fc1bedf07b7 2 4 12
0x7fc1bedf07e9 1 2 9
0x7fc1bedf07f2 1 3 13
0x7fc1bedf07ff 1 22 125
0x7fc1bedf08cb 1 3 9
0x7fc1bedf08d4 1 19 67
0x7fc1bedf0917 1 17 58
0x7fc1bedf097b 1 3 12
0x7fc1bedf07b7 1 4 12
0x7fc1bedf09ba 0 12 49
0x7fc1bedf09ae 1 3 12
0x7fc1bedf09ba 1 12 49
0x7fc1bedef650 1 2 8
0x7fc1bedf0a11 1 3 12
0x7fc1bedf0a1d 0 2 11
0x7fc1bedf0a28 0 2 7
0x7fc1bedf0a28 1 2 7
0x7fc1bedf0a2f 0 3 18
0x7fc1bedf0a41 0 3 12
0x7fc1bedf0717 1 3 7
0x7fc1bedf0742 0 10 47
0x7fc1bedf06f8 3 2 9
0x7fc1bedf0701 2 2 9
0x7fc1bedf070a 2 4 13
0x7fc1bedf0c2f 1 3 10
0x7fc1bedf0c39 1 4 16
0x7fc1bedf0c49 1 3 17
0x7fc1bedf0c5a 1 2 13
0x7fc1bedf0c67 1 2 12
0x7fc1bedf070a 1 4 13
0x7fc1bedf0a41 1 3 12
0x7fc1bedf071e 1 9 36
0x7fc1bedf0742 1 10 47
0x7fc1bedf0771 1 4 12
0x7fc1bedf077d 1 5 26
0x7fc1bedf07b1 1 2 6
0x7fc1bedf07b7 0 4 12
0x7fc1bedf07c3 0 4 14
0x7fc1bedf07a0 6 5 17
0x7fc1bedf07b1 6 2 6
0x7fc1bedf640a 0 2 5
0x7fc1bedf0bc4 1 3 17
0x7fc1bedf143c 1 2 12
0x7fc1bedf62d0 1 14 53
0x7fc1bedf6305 1 3 17
0x7fc1bedf6316 1 4 19
0x7fc1bedf6329 1 9 50
0x7fc1bedf635b 1 4 15
0x7fc1bedf636a 1 28 130
0x7fc1bedf63ec 1 2 5
0x7fc1bedf63f1 1 6 25
0x7fc1bedf0bb6 1 3 14
0x7fc1bedf640f 0 6 26
0x7fc1bedf63f8 4 4 18
0x7fc1bedf640a 4 2 5
0x7fc1bedf640f 0 6 26
0x7fc1bedf6429 4 2 5
0x7fc1bedf642e 3 14 62
0x7fc1bedf646c 3 2 8
0x7fc1bedf63e7 3 2 5
0x7fc1bedf63ec 3 2 5
0x7fc1bedf63f1 3 6 25
0x7fc1bedf0b16 1 3 15
0x7fc1bedf0a4d 0 4 15
0x7fc1bedf0a5c 0 3 12
0x7fc1bedf0a7b 1 3 12
0x7fc1bedf0a87 0 5 25
0x7fc1bedf0aa0 0 2 5
0x7fc1bedf0ab3 1 2 10
0x7fc1bedf0abd 0 3 19
0x7fc1bedf0ac8 1 2 8
0x7fc1bedf0ad0 1 9 50
0x7fc1bedf0b02 1 5 20
0x7fc1bedf6bd9 7 2 8
0x7fc1bedf0b25 1 4 19
0x7fc1bedf0b38 1 5 22
0x7fc1bedf0b4e 1 5 20
0x7fc1bedf0b62 0 4 14
0x7fc1bedf0b66 1 3 10
0x7fc1bedf0b70 1 2 11
0x7fc1bedf0b7b 1 2 10
0x7fc1bedf0b85 1 7 41
0x7fc1bedf0bae 1 2 8
0x7fc1bedf2164 1 1 5
0x7fc1bedf2086 2 2 13
0x7fc1bedf2093 0 3 10
0x7fc1bedf218e 2 2 8
0x7fc1bedf2196 2 1 5
0x7fc1bedef658 1 14 50
0x7fc1bedf324e 1 9 18
0x7fc1bedf3228 1 9 38
0x7fc1bedf2169 1 8 15
0x7fc1bedf207c 8 2 10
0x7fc1bedf2158 1 2 12
0x7fc1bedf214f 1 3 9
0x7fc1bedf2145 1 3 10
0x7fc1bedeef0a 1 1 5
0x7fc1bedeeeec 0 5 30
0x7fc1bedeeee4 1 3 8
0x7fc1bedeeedb 8 3 9
0x7fc1bedf2140 1 1 5
0x7fc1bedeef0f 1 1 5
0x7fc1bedef6a0 1 2 8
0x7fc1bedef406 1 2 8
0x7fc1bedef3ee 1 2 5
0x7fc1bedef3f3 0 2 9
0x7fc1bedef3fc 0 4 5
0x7fc1bedef40e 1 3 16
0x7fc1bedef41e 1 4 19
0x7fc1bedef443 1 4 24
0x7fc1bedef45b 1 6 18
0x7fc1bedef46d 4 3 10
0x7fc1bedef477 4 4 11
0x7fc1bedef482 1 3 11
0x7fc1bedef463 3 4 10
0x7fc1bedef48d 1 2 6
0x7fc1bedf20de 1 3 20
0x7fc1bedeeeb5 1 3 11
0x7fc1bedeee96 0 5 31
0x7fc1bedeeedf 1 2 5
0x7fc1bedeee76 1 6 32
0x7fc1bedeee66 1 4 16
0x7fc1bedeee47 1 6 31
0x7fc1bedeeee4 0 3 8
0x7fc1bedeeeec 0 5 30
0x7fc1bedf1d9c 1 1 5
0x7fc1bedf1d83 1 4 25
0x7fc1bedf20cb 1 2 9
0x7fc1bedf20d4 1 2 10
0x7fc1bedeeec0 10 2 10
0x7fc1bedeeeca 2 8 26
0x7fc1bedeeee4 0 3 8
0x7fc1bedef431 1 4 18
0x7fc1bedf20f2 1 2 9
0x7fc1bedf20fb 0 7 33
0x7fc1bedf2124 1 3 20
0x7fc1bedf2138 1 2 8
0x7fc1bedf2140 0 1 5
0x7fc1bedf2215 1 2 13
0x7fc1bedf2222 1 11 44
0x7fc1bedef401 1 1 5
0x7fc1bedef3f3 0 2 9
0x7fc1bedef3ee 0 2 5
0x7fc1bedefe02 1 2 2
0x7fc1bedefe02 0 2 2
0x7fc1bedefdfc 0 3 6
0x7fc1bedefdf8 1 2 4
0x7fc1bedf224e 1 7 26
0x7fc1bedef023 0 6 16
0x7fc1bedf1f09 1 2 8
0x7fc1bedf1ec8 1 10 65
0x7fc1bedf22fe 1 3 13
0x7fc1bedef68a 1 3 13
0x7fc1bedf1dd5 0 2 14
0x7fc1bedf1dc5 1 3 16
0x7fc1bedf1db7 1 2 14
0x7fc1bedef033 1 7 37
0x7fc1bedf1f11 0 3 12
0x7fc1bedef017 1 3 12
0x7fc1bedeefef 1 7 40
0x7fc1bedeefa0 0 4 23
0x7fc1bedeef8f 1 5 17
0x7fc1bedf1db2 1 1 5
0x7fc1bedf1da1 1 3 17
0x7fc1bedeef83 1 4 12
0x7fc1bedeef5d 0 5 26
0x7fc1bedf218c 0 1 2
0x7fc1bedf20c6 0 1 5
0x7fc1bedf209d 1 10 41
0x7fc1bedf2093 9 3 10
0x7fc1bedf2093 0 3 10
0x7fc1bedf2086 0 2 13
0x7fc1bedf207c 1 2 10
0x7fc1bedf205b 0 8 33
0x7fc1bedf2048 1 4 19
0x7fc1bedef493 1 6 18
0x7fc1bedf2178 1 4 20
0x7fc1bedf205b 8 8 33
0x7fc1bedf2048 8 4 19
0x7fc1bedf2028 9 7 32
0x7fc1bedf20c6 0 1 5
0x7fc1bedf209d 0 10 41
0x7fc1bedf2097 1 2 6
0x7fc1bedf1fe2 1 16 64
0x7fc1bedeef59 1 2 4
0x7fc1bedef4a5 2 3 14
0x7fc1bedef4b3 2 2 4
0x7fc1bedef4b7 2 2 8
0x7fc1bedef49b 1 4 10
0x7fc1bedef4bf 1 10 27
0x7fc1bedef4da 1 2 5
0x7fc1bedef4df 0 2 5
0x7fc1bedef54a 1 6 18
0x7fc1bedef4df 1 2 5
0x7fc1bedef4e4 1 11 53
0x7fc1bedef519 1 13 49
0x7fc1bedef3e0 1 6 14
0x7fc1bedeef3b 1 7 30
0x7fc1bedeef1c 0 4 19
0x7fc1bedeef14 1 3 8
0x7fc1bedfca70 1 4 15
0x7fc1bedfc968 1 6 17
0x7fc1bedfc81c 1 5 26
0x7fc1bedfc7d3 1 17 73
0x7fc1bedfc79a 0 2 11
0x7fc1bedfc768 0 13 50
0x7fc1bedfc752 1 6 22
0x7fc1bedfc53c 0 3 17
0x7fc1bedfc536 0 2 6
0x7fc1bedfc52d 1 3 9
0x7fc1bedfc743 1 3 15
0x7fc1bedfc836 1 5 24
0x7fc1bedfc705 1 14 62
0x7fc1bedfc578 1 5 22
0x7fc1bedfc639 0 8 35
0x7fc1bedfc618 0 7 33
0x7fc1bedfc6fb 1 2 10
0x7fc1bedfc6be 0 13 50
0x7fc1bedfc500 2 13 45
0x7fc1bedfc52d 1 3 9
0x7fc1bedfc6a2 1 2 5
0x7fc1bedfc5ec 1 11 44
0x7fc1bedfc5ad 0 2 10
0x7fc1bedfc5a9 1 2 4
0x7fc1bedfc6a7 0 6 23
0x7fc1bedfc536 0 2 6
0x7fc1bedfc58e 1 7 27
0x7fc1bedfc58e 0 7 27
0x7fc1bedfcd9b 4 2 10
0x7fc1bedfd9dc 1 3 12
0x7fc1bedfd9e8 1 6 24
0x7fc1bedfda00 1 2 14
0x7fc1bedfda0e 1 2 9
0x7fc1bedfda17 1 6 22
0x7fc1bedfd800 1 12 31
0x7fc1bedfd81f 1 6 17
0x7fc1bedfcba0 51 25 90
0x7fc1bedfcbfa 51 2 10
0x7fc1bedfccee 4 6 12
0x7fc1bedfcce4 4 3 10
0x7fc1bedfd8d1 0 3 12
0x7fc1bedfcc04 51 3 16
0x7fc1bedfcc14 51 13 60
0x7fc1bedfcd99 4 1 2
0x7fc1bedfcc50 51 12 69
0x7fc1bedf8070 51 17 61
0x7fc1bedf80ad 51 11 43
0x7fc1bedf80d8 0 8 50
0x7fc1bedf80c0 488 8 24
0x7fc1bedf80d8 53 8 50
0x7fc1bedf810a 53 2 13
0x7fc1bedf8117 53 4 21
0x7fc1bedfc3f0 1 19 64
0x7fc1bedfc4c8 1 9 34
0x7fc1bedfc4c2 2 2 6
0x7fc1bedfc4b0 3 4 18
0x7fc1bedfc4ea 0 4 12
0x7fc1bedfc4c8 0 9 34
0x7fc1bedfc4c2 2 2 6
0x7fc1bedfc49c 1 6 19
0x7fc1bedfc480 1 5 28
0x7fc1bedfc46c 1 4 20
0x7fc1bedfc46c 0 4 20
0x7fc1bedfc430 0 19 60
0x7fc1bedfc4ea 1 4 12
0x7fc1bedf9d88 1 2 9
0x7fc1bedf9d91 1 3 12
0x7fc1bedf99ba 1 15 67
0x7fc1bedf9204 1 15 68
0x7fc1bedf91fb 8 3 9
0x7fc1bedf99fd 0 4 11
0x7fc1bedf9a08 0 1 5
0x7fc1bedf917c 1 8 35
0x7fc1bedf9173 1 3 9
0x7fc1bedfd890 1 16 56
0x7fc1bedfd8c8 0 2 9
0x7fc1bedf7fd5 20 3 9
0x7fc1bedf7f00 3 7 37
0x7fc1bedf7688 7 2 4
0x7fc1bedf7f62 2 1 5
0x7fc1bedf7f4a 5 6 24
0x7fc1bedf7f25 2 8 37
0x7fc1bedf7ef9 2 2 7
0x7fc1bedf7ed6 2 9 35
0x7fc1bedf8057 2 5 21
0x7fc1bedf7fde 18 8 29
0x7fc1bedf7f25 3 8 37
0x7fc1bedf7fde 2 8 29
0x7fc1bedf7fc5 2 7 25
0x7fc1bedf7fb0 2 5 21
0x7fc1bedf7f9b 2 5 21
0x7fc1bedf7f86 2 5 21
0x7fc1bedf7f78 2 3 14
0x7fc1bedf7f67 2 4 17
0x7fc1bedf7ef9 0 2 7
0x7fc1bedf9af0 8 3 16
0x7fc1bedfad30 17 14 50
0x7fc1bedfa1b0 1 3 13
0x7fc1bedfa8b5 1 5 31
0x7fc1bedfa89c 1 7 25
0x7fc1bedfa8ec 1 2 7
0x7fc1bedf9cd7 0 9 48
0x7fc1bedf9cce 10 3 9
0x7fc1bedf9c9c 10 12 50
0x7fc1bedf9b00 0 8 15
0x7fc1bedf7ed6 0 9 35
0x7fc1bedf9b00 9 8 15
0x7fc1bedfa07f 0 5 24
0x7fc1bedfa077 9 2 8
0x7fc1bedfa06a 9 3 13
0x7fc1bedfa040 9 10 42
0x7fc1bedf9b00 0 8 15
0x7fc1bedf9af0 1 3 16
0x7fc1bedf9ada 1 3 22
0x7fc1bedf9e70 0 3 12
0x7fc1bedf9a45 2 3 8
0x7fc1bedf9a3c 433 3 9
0x7fc1bedf9a08 0 1 5
0x7fc1bedf99fd 8 4 11
0x7fc1bedf99df 9 8 30
0x7fc1bedfa298 9 2 12
0x7fc1bedf9ada 8 3 22
0x7fc1bedf9acc 8 3 14
0x7fc1bedf9ab0 17 4 28
0x7fc1bedf9a4d 1 5 15
0x7fc1bedf9e63 0 2 13
0x7fc1bedf9e49 8 5 26
0x7fc1bedf9d3a 7 2 10
0x7fc1bedf9d23 7 6 23
0x7fc1bedf9d1c 7 3 7
0x7fc1bedfa8b5 6 5 31
0x7fc1bedfa892 6 10 35
0x7fc1bedfa888 7 3 10
0x7fc1bedf9a6a 1 3 12
0x7fc1bedf7ec8 2 3 14
0x7fc1bedf80d8 0 8 50
0x7fc1bedf80ad 2 11 43
0x7fc1bedf8070 2 17 61
0x7fc1bedf9acc 1 3 14
0x7fc1bedf9aac 1 5 32
0x7fc1bedf9aa3 7 3 9
0x7fc1bedf9a91 7 5 18
0x7fc1bedf9a89 7 2 8
0x7fc1bedfd6ee 17 6 24
0x7fc1bedf9a65 1 2 5
0x7fc1bedf9a60 8 2 5
0x7fc1bedf9a45 5 3 8
0x7fc1bedf9a3c 5 3 9
0x7fc1bedf9a33 6 3 9
0x7fc1bedf9a30 431 4 12
0x7fc1bedf9a20 431 3 16
0x7fc1bedf9a10 431 4 16
0x7fc1bedfca55 1 4 17
0x7fc1bedfc979 1 6 16
0x7fc1bedfc989 1 7 24
0x7fc1bedfc9aa 1 3 9
0x7fc1bedfc9b3 1 9 38
0x7fc1bedfc9d9 0 3 8
0x7fc1bedfcb55 1 2 8
0x7fc1bedfca2d 1 12 40
0x7fc1bedfca55 0 4 17
0x7fc1bedfca40 1 6 21
0x7fc1bedf77c0 259 3 14
0x7fc1bedfc5da 1 9 18
0x7fc1bedf9e63 0 2 13
0x7fc1bedf9e49 1 5 26
0x7fc1bedf9e38 6 3 17
0x7fc1bedfa145 0 2 13
0x7fc1bedfa13f 6 1 6
0x7fc1bedfa135 6 3 10
0x7fc1bedfa11d 6 6 24
0x7fc1bedfc989 2 7 24
0x7fc1bedfcb1e 1 4 17
0x7fc1bedfcb2f 1 6 23
0x7fc1bedfcb46 1 3 15
0x7fc1bedfc90b 1 8 29
0x7fc1bedfc928 1 5 26
0x7fc1bedfc942 0 14 55
0x7fc1bedfc930 3 4 18
0x7fc1bedfc942 1 14 55
0x7fc1bedfc979 1 6 16
0x7fc1bedfa110 6 3 13
0x7fc1bedfc9a1 1 3 9
0x7fc1bedfc9aa 0 3 9
0x7fc1bedfc980 2 3 9
0x7fc1bedfc989 1 7 24
0x7fc1bedfc9a1 1 3 9
0x7fc1bedfc9a1 2 3 9
0x7fc1bedfc9aa 1 3 9
0x7fc1bedfc9b3 0 9 38
0x7fc1bedfb3f1 8 2 10
0x7fc1bedfb312 1 14 100
0x7fc1bedfb376 0 2 11
0x7fc1bedfb381 0 13 54
0x7fc1bedfb57b 9 2 14
0x7fc1bedfb589 9 2 13
0x7fc1bedfb596 8 3 17
0x7fc1bedfb376 9 2 11
0x7fc1bedfb381 8 13 54
0x7fc1bedfb3b7 8 4 19
0x7fc1bedfbea8 1 4 24
0x7fc1bedfb3fb 8 5 21
0x7fc1bedfa1da 0 1 5
0x7fc1bedfb410 17 2 9
0x7fc1bedfb419 17 7 32
0x7fc1bedfd6a0 17 9 48
0x7fc1bedfa1bd 1 6 29
0x7fc1bedfd6d0 17 6 24
0x7fc1bedfd6e8 17 3 6
0x7fc1bedf99a5 1 2 9
0x7fc1bedf9b87 0 2 10
0x7fc1bedf9b71 0 6 22
0x7fc1bedf9b6c 1 2 5
0x7fc1bedfa01e 1 1 5
0x7fc1bedfa010 1 2 14
0x7fc1bedf9a08 0 1 5
0x7fc1bedf99fd 0 4 11
0x7fc1bedf99ae 1 18 79
0x7fc1bedfc84e 0 24 92
0x7fc1bedf9985 1 7 32
0x7fc1bedf9978 1 3 13
0x7fc1bedf766c 0 2 5
0x7fc1bedf764d 14 10 31
0x7fc1bedf7648 14 2 5
0x7fc1bedfb220 1 30 127
0x7fc1bedfb29f 0 22 95
0x7fc1bedfb2fe 0 18 114
0x7fc1bedfdebc 1 2 13
0x7fc1bedfdc01 2 4 16
0x7fc1bedfdb58 8 9 32
0x7fc1bedfdb78 8 12 44
0x7fc1bedfdba4 8 2 9
0x7fc1bedfdbad 8 3 8
0x7fc1bedfdc24 2 12 45
0x7fc1bedfdc51 2 8 30
0x7fc1bedfdc6f 0 7 26
0x7fc1bedfdca4 2 5 17
0x7fc1bedfdcb5 0 3 11
0x7fc1bedfdcc0 2 9 35
0x7fc1bedfdce3 2 6 25
0x7fc1bedfdb48 1 4 16
0x7fc1bedfdb58 0 9 32
0x7fc1bedfdc11 1 9 19
0x7fc1bedfdbf9 8 3 8
0x7fc1bedfdec9 1 3 11
0x7fc1bedfded4 1 6 31
0x7fc1bedfdef3 1 5 25
0x7fc1bedfdf0c 1 2 13
0x7fc1bedfdf19 1 2 5
0x7fc1bedfdf1e 1 8 30
0x7fc1bedfdf3c 1 3 11
0x7fc1bedfdf47 12 4 11
0x7fc1bedfdf52 7 3 12
0x7fc1bedfdf5e 7 3 9
0x7fc1bedfdf67 7 3 7
0x7fc1bedfdf6e 7 3 14
0x7fc1bedfdf7c 7 4 21
0x7fc1bedfdee0 9 4 19
0x7fc1bedfdef3 8 5 25
0x7fc1bedfdba4 3 2 9
0x7fc1bedfdde0 1 2 13
0x7fc1bedfdded 1 4 11
0x7fc1bedfddf8 1 6 22
0x7fc1bedfde0e 1 6 21
0x7fc1bedfde23 1 2 11
0x7fc1bedfde2e 1 11 44
0x7fc1bedfde69 10 2 6
0x7fc1bedfde6f 10 2 9
0x7fc1bedfde78 10 10 42
0x7fc1bedfdea2 1 2 9
0x7fc1bedfdeab 1 5 17
0x7fc1bedfdac0 1 13 39
0x7fc1bedfdae7 1 15 50
0x7fc1bedfdb19 1 12 40
0x7fc1bedfdb86 3 8 30
0x7fc1bedfdf0c 6 2 13
0x7fc1bedfdbad 3 3 8
0x7fc1bedfdbb5 10 7 26
0x7fc1bedfdbcf 3 1 2
0x7fc1bedfdbe1 30 3 8
0x7fc1bedfdbe9 0 3 16
0x7fc1bedfdbf9 0 3 8
0x7fc1bedfdbd8 76 3 9
0x7fc1bedfdbe1 74 3 8
0x7fc1bedfdbe9 28 3 16
0x7fc1bedfdbf9 28 3 8
0x7fc1bedfdc01 6 4 16
0x7fc1bedfdc11 0 9 19
0x7fc1bedfdbb8 28 6 23
0x7fc1bedfdbcf 5 1 2
0x7fc1bedfdbe9 8 3 16
0x7fc1bedf75e2 0 2 9
0x7fc1bedf7f86 2 5 21
0x7fc1bedf7f9b 2 5 21
0x7fc1bedf7fb0 2 5 21
0x7fc1bedf7fc5 2 7 25
0x7fc1bedf7fde 2 8 29
0x7fc1bedf7fd5 23 3 9
0x7fc1bedf7fde 21 8 29
0x7fc1bedf8057 2 5 21
0x7fc1bedf7ed6 2 9 35
0x7fc1bedf7ef9 2 2 7
0x7fc1bedf7f25 2 8 37
0x7fc1bedf7f4a 4 6 24
0x7fc1bedf7f62 2 1 5
0x7fc1bedf75c6 2 2 8
0x7fc1bedf75ce 0 5 20
0x7fc1bedf7f78 2 3 14
0x7fc1bedf7688 7 2 4
0x7fc1bedf7f00 2 7 37
0x7fc1bedf7f25 2 8 37
0x7fc1bedfd868 3 5 14
0x7fc1bedfd930 2 3 8
0x7fc1bedfd938 1 8 15
0x7fc1bedf7832 10 3 21
0x7fc1bedf7847 10 3 10
0x7fc1bedf7851 10 3 9
0x7fc1bedf785a 8 5 24
0x7fc1bedf75eb 2 10 41
0x7fc1bedf75e2 2 2 9
0x7fc1bedf75ce 2 5 20
0x7fc1bedf789d 0 9 20
0x7fc1bedf7890 8 3 13
0x7fc1bedfdfe0 2 2 14
0x7fc1bedfdf7c 1 4 21
0x7fc1bedfdf91 0 3 19
0x7fc1bedfdfa4 0 3 7
0x7fc1bedfdf19 6 2 5
0x7fc1bedfdf1e 6 8 30
0x7fc1bedfdf3c 6 3 11
0x7fc1bedfdf40 5 2 7
0x7fc1bedf9136 9 14 61
0x7fc1bedf911c 9 8 26
0x7fc1bedf9110 10 3 12
0x7fc1bedfd930 7 3 8
0x7fc1bedfd938 0 8 15
0x7fc1bedf8070 2 17 61
0x7fc1bedf80ad 2 11 43
0x7fc1bedf80d8 0 8 50
0x7fc1bedfdd98 1 6 26
0x7fc1bedfdfee 0 2 13
0x7fc1bedfdffb 0 3 9
0x7fc1bedfdf67 2 3 7
0x7fc1bedfdf6e 2 3 14
0x7fc1bedfdf7c 2 4 21
0x7fc1bedfdf91 1 3 19
0x7fc1bedfdfa4 1 3 7
0x7fc1bedfdfab 1 4 21
0x7fc1bedfdfc0 1 2 13
0x7fc1bedfdfcd 1 8 15
0x7fc1bedf7ec8 2 3 14
0x7fc1bedf7ed6 0 9 35
0x7fc1bedf7ef9 0 2 7
0x7fc1bedf7f67 2 4 17
0x7fc1bedf7ec1 5 2 7
0x7fc1bedf7590 60 5 19
0x7fc1bedf75a3 55 3 14
0x7fc1bedf75b1 55 2 6
0x7fc1bedf75b7 53 4 15
0x7fc1bedf75c6 51 2 8
0x7fc1bedf75ce 51 5 20
0x7fc1bedf75e2 51 2 9
0x7fc1bedf75eb 51 10 41
0x7fc1bedf7614 0 3 9
0x7fc1bedf761d 0 2 4
0x7fc1bedf7690 53 3 12
0x7fc1bedf769c 53 2 4
0x7fc1bedf76a0 0 1 5
0x7fc1bedf7627 60 7 28
0x7fc1bedf7ea0 56 7 33
0x7fc1bedf7560 60 11 48
0x7fc1bedf78c2 53 4 12
0x7fc1bedf78ce 39 2 5
0x7fc1bedf78d3 39 2 5
0x7fc1bedf790e 39 6 28
0x7fc1bedf789f 53 8 18
0x7fc1bedf81c9 53 2 5
0x7fc1bedf81ce 53 5 34
0x7fc1bedf81f0 53 3 8
0x7fc1bedf81f8 53 4 11
0x7fc1bedf8203 53 6 29
0x7fc1bedf8220 53 3 15
0x7fc1bedf822f 53 3 17
0x7fc1bedf8240 53 11 28
0x7fc1bedfcc95 51 4 19
0x7fc1bedfcca8 51 3 12
0x7fc1bedf93fa 1 2 11
0x7fc1bedf8135 53 8 44
0x7fc1bedf817b 53 13 78
0x7fc1bedf76f0 53 33 159
0x7fc1bedf778f 53 2 10
0x7fc1bedf7799 0 2 13
0x7fc1bedf77a6 259 2 13
0x7fc1bedf77b3 259 2 13
0x7fc1bedfa000 7 2 10
0x7fc1bedf77ce 259 9 45
0x7fc1bedf77fb 257 15 55
0x7fc1bedf7832 196 3 21
0x7fc1bedf7847 196 3 10
0x7fc1bedf7851 196 3 9
0x7fc1bedf785a 190 5 24
0x7fc1bedf9405 1 7 39
0x7fc1bedfccb4 51 4 19
0x7fc1bedf93e7 1 4 19
0x7fc1bedf93ca 1 1 5
0x7fc1bedf93ae 8 6 28
0x7fc1bedf9378 8 11 54
0x7fc1bedf7872 198 5 22
0x7fc1bedf7888 198 4 21
0x7fc1bedf789d 0 9 20
0x7fc1bedf7765 206 7 42
0x7fc1bedf778f 206 2 10
